Source,Organisation,Rating,Date,Review_text
Mouthshut,Amity University,3,"[' Mar 04, 2017 ']",Its among the best educational insitutes of india and has rating far better than other open universities for having professional courses both online and in varsity .i had many friends who had studied their and have personal experience too in masters in humanities .well I must say that its one of the prestigious universities of india and with good curriculum such a great scholar team of academics and management with discipline and no violation of norms.Rest it depends upon your capability too to grasp more and enhance your capabilities
Mouthshut,Amity University,4,"[' Mar 01, 2017 ']",This university is top most and one of the best university in India. It provides a nice infrastructure and environment for studying.I am also a student of this university and as per my experience it's best . They also provide hostel facilities in both form AC and NON AC as the student needs . Overall it is a nice university .
Mouthshut,Amity University,4,"[' Feb 27, 2017 ']","As many people have this misconception that Amity is for only rich candidates for those I would like to break their myth today.Yes I acknowledge that once you look at their fee structure you might feel that fee is quite high but you should see thev way around .Every year Amity anounce a very big prize scholarship award apart from that there are many colleges which even ask for same fee but their infrastructure is not even comparable to Amity , the environment, faculty are world class"
Mouthshut,Amity University,2,"[' Feb 21, 2017 ']","This is my personal experience in following points and this review will be helpful for you after study in Amity university.Amity university provides a good education with a long time and offers many courses for students future. Amity university education level is so good for students.I did not like Amity university academic programs because they do not provide a right schedule of exam or holiday. Its extracurricular programs are good but not give any chance for students future,Please taken any job after complete your degree otherwise Amity university will not give any chance in future for a job.Please keep some points before study Amity university.Check college rank before admission.Know about fees.Also, check facility."
Mouthshut,Amity University,1,"[' Feb 21, 2017 ']",Hello my dear friend here is my opinion about this college which is Amity University this one university is one of the worst University I have ever seen actually as a matter of fact there is no any extra curriculars porgrams  and no any kind of Campus selection process that is why I am here to share my experience and I would like to rate this university Only with 1 stars because of my experience friends this university is really so costly University and there is no better future for students and this one university is only deserve one star I hope my review will help you.
Mouthshut,Amity University,4,"[' Feb 18, 2017 ']",Yes  amity is top ranked university in India. Its infrastructure is quite well compare to other university in india.Faculty is also good in all the departments.Good hostel facility with a healthy environmental .Its my pleasure that I have got the chance in it .
Mouthshut,Amity University,4,"[' Feb 18, 2017 ']","This is a good university in terms of both Full time and part time course as well. They have complete academic program and given lot of support by there teacher. There administration also good and teacher caring every student, They arranged campus interview as-well nut you need to qualified the interview. There infrastructure is excellent and any one can think on this university. But they are taking more money from students to provide there services. I expect university will think on it."
Mouthshut,Amity University,1,"[' Feb 17, 2017 ']",Amity University is really very big smoothie.That's why I'm here to share my experience about this college.This one university is one of the smoothie University which is playing with student's future.So costly fee and examination fee. And there is no any good scholarship programme for breliant studends.After completing college there is no any on campus selection process.
Mouthshut,Amity University,1,"[' Feb 16, 2017 ']",Hello friends I want to share my opinions on this University. Amity University at jaipur. My friend have studied in this University long back and he had shared all his experiences with me. I was surprised to hear all his poor experience in the university. The college does not have good control on the students who participate in illegal activities. The fees structure of the college is also very high and the standard of my friend also did not improved. He was unhappy with the college. The academic programs are also not so good.he was first of all unhappy with the faculty of the University. The students here in this college will be drug addictors and no one will care about the students. The students won't get proper attendance who ever miss the college with genuine reasons and they will charge more on the attendance at the end of the academic year. My friend has got frustrated and he hasn't got good results from this University. I don't recommend this University as one will suffer here. Thank you guys.
Mouthshut,Amity University,4,"[' Feb 15, 2017 ']",Amity university is best university for study they have lot of courses aviable in this university like this university for studying soooo. Very much this university is very large space of play grounds and gym facilities lot of student of this university  n every person happy with this university his hostel area is very clean n rooms also large in this university nooo. Sound polution n student like this very much n studying hard n give a good result of examination . I fully satisfy for this university
Mouthshut,Amity University,3,"[' Feb 13, 2017 ']","Amity university is a private university stiutates at Jaipur. It gives many type degree and diploma in education . like bachelor's of technology, master of business administration, bachelor of science, bachelor of Art's, master of technology, bachelor of business administration, and many more . it give better facilities in education. It having coeducational parameters. It gives better placement from other university in Rajasthan"
Mouthshut,Amity University,1,"[' Feb 12, 2017 ']","Amity university is such a university that the teachers here who are experienced are so arrogant thet they teach and talk to students according to their moods which is not easy for the students who come from outiside delhi in a hope that they'd be warmly welcomed . its not very easy to reach the university beacause theres no metro station near it . there are so many student getting down at noida sector 18 and taking auto from here and they get late to reach the classes as the crowd of students is so much , and if you get your own vehicle , it'll take 1 hour to park your car which will make difficult for you to attend the class and u can miss you attendence and at the end if your short of attendence beacause of genuin reasosns like you sufferd from a disease or something , they wont accept your reasons and detain you to give exams ! everything has pros and corns but this very university only have corns according to me."
Mouthshut,Amity University,4,"[' Feb 11, 2017 ']",THE AMITY UNIVERSITY makes they students life.there have a huge campus of 1000 aches and a 600 mbps broadband.there offers 100 cources including mba.excellent teaching staff faculty and highly qualified management.they provides schorlarship to the economic backward students.there has hostel facility for the students who stays far away in the country.this university has changed the lifes of many young students.after studing in this university they are fully qualified and full of knowledge.recomment to each and every student this is the best university to achieve your goals.thanking you.i am signing off.
Mouthshut,Amity University,1,"[' Feb 09, 2017 ']",One of the most unaffordable and ridiculous university I ever seen. My friend is admission in this university last year and he only hoped that it will be awesome to him to get in this university but now a days he totally lost and have no sense and no knowledge. Institution just fade up and the environment is just been too dumb. No one will follow rules and nobody is just looking like that he or she is being educated. No manner no education only fees is being too much and only is just waste of money from the account of parents.Thats all.
Mouthshut,Amity University,3,"[' Feb 04, 2017 ']","Amity is very very big brand  for education specially for mba .100% placement guarantee .company come here  and student palced .mba betech.llb.every program is avalaible in amity it is trusted university .good administeration good management security and friendly environment in the campus .on the basis of cat test and interview .quality of education and faculity are so experience in the amity . it is good brand for b school.mabassodr is dhoni .is very sincere personality .and they permote amity .for curriculum activity and program and event is organised in the amity big celeberaty come I amity like srk salman khan come in the campus .netwrok is huge of amity in big cities like mumabi .dubai, poatna, kolkata.greator noida is good quality of education."
Mouthshut,Amity University,5,"[' Feb 01, 2017 ']",Amity University is a well known University in our country. This university gives its students and staffs a very good atmosphere of education.Its academic programmes are extremely good which makes its students and faculties very happy. The education system in this university is so disciplined.I am a very happy with this university as it provide all those quality education which a perfect university should have.Overall a very good university.I will always suggest everyone to study from this education hub if possible.Thank you
Mouthshut,Amity University,3,"[' Jan 31, 2017 ']",Nice university this university is enveronment is to good and study. Amity university students is very good. Tiger sharoff study to amity university and join to bollywood indstry. By the way to much fun amity university build stracture are to good and very popouler in india.this university fees is very high
Mouthshut,Amity University,5,"[' Jan 28, 2017 ']","I have parted of this university this university gave displane in my life , best faculty we got under one buildingLive projects , better placement for our future  for students got good enviroment in both campus as well as hostel sangathan is event where thy enhance the student potential in sports event"
Mouthshut,Amity University,3,"[' Jan 25, 2017 ']","AMITY UNIVERSITY IS A VERY VAST IN AREA AS WELL AS IN PERFORMANCEEVERY YEAR A VERY LARGE NUMBER OF STUDENTS ACHIVED THERE GOALS AND GOD SETTLED IN THERE RESPECTIVE FIELDS OF THERE CHOICEACADEMIC PROGRAMS ARE PERFORMED IN SUCH A WAY THAT THE STUDENTS ARE ABLE GO GAIN THE KNOWLEDGE THROUGH THEMADMINISTRATION IS VERY PERFECT AND STRICT TOWARDS THE FUTURE OF THE STUDENTSTHERE SHOULD BE A PERFECT ENVIRONMENT PROVIDED BY THE ADMINISTRATION TO THE STUDENTEXTRA CURRICULAR PROGRAMS ARE BEEN PERFORMED BY THE UNIVERSITY FOR THE SAKE OF THE STUDENTS TO SHOW THERE EXTRA TALENT TO THE WORLD i.e.SINGING, DANCING ETC.ALUMNI NETWORK IS WIDELY SPREAD ALL OVER THE COUNTRY TO SERVE THE STUDENTS BY THERE EFFORTSSO, OVERALL THE AMITY UNIVERSITY IS JUST PERFECT FOR THE PURPOSE TO SETTLE DOWN THERE RESPECTIVE GOALS AND TO BECOME A PERSON FULL OF KNOWLEDGE AS WELL AS THE MINDSET TO PERFORM IT"
Mouthshut,Amity University,4,"[' Jan 24, 2017 ']","Being part of Amity Noida as a student pursuing btech cse I can clearly say the sole motive of Amity University is to create a person who can be productive in his life by getting jobs not on the basis of marks but on the knowledge and experiences provided by well managed teaching system which includes:??delivering lots of presentation which woosh ones stage fear.??building a confident person rather than a silly nerd.??provides real life experiences like what are the challenges that you face when you organise an event, or you try to make projects like an software, an engine or an unique idea.??I would also say that no university would make sure that you learn entirely everything, what they can do is to provide you knowledge, experience and motivation but it's up to you weather you are movitat, grab knowledge or collected those nessarry experience which would make you to become what to want to become in your life, it can be an mechanic, an cateror or anything or anyone."
Mouthshut,Amity University,4,"[' Jan 24, 2017 ']","My elder brother done their B.tech from Amity and his experience is good and they got the placement from the university only.They provide more than 30 Academic program in Engineering and in Fashion designing.The infrastructure of University is awesome and their faculty member are generally from IIT or from foreign.They do many Extracurricular program for student such as fresher party and other many program and most important thing they provide training to the students in campus only which help the students to get placement in big companies.More than 60, 000 successful alumni members working in top organizations across the world"
Mouthshut,Amity University,4,"[' Jan 21, 2017 ']","Amity university is a multi campur private research university in Indian established by an act of the uttar pradesh legislature . the university has various compsses in indian and across the globe . as a comprehensive university, Amity university offers academic programmers in both traditional and distance learning mode. the university is amount the top private university in india.  Amity university is a multi campur private research university in Indian established by an act of the uttar pradesh legislature . the university has various compasses in Indian and across the globe . as a comprehensive university, Amity university offers academic programmers in both traditional and distance learning mode. the university is amount the top private university in india"
Mouthshut,Amity University,5,"[' Jan 15, 2017 ']","It is one of the best Private university in india. It provides best academic programmes in Education. One programme in this are BBA and LLB were ranked Ist. Engineering programmes at also come top among ktber emerging Institutes. Its mass communication also programme is ranked 7 in india. Its faculty is also great. Again uni. aslo maintains its diginity among other circular activities like sports, dance, action, music etc. It has great administrators at Delhi, Noida, lucknow and jaipur. About 60000 successful Alumni members are working. AAA is known for Amity Alumni association."
Mouthshut,Amity University,3,"[' Jan 15, 2017 ']",It is not just the name if someone is looking for their better future in either stream u want or whatever the field youbelong to then just go for it most of undergraduate students get confused when selecting the universities but if someone give me the choice I will go for it because I know the value of its name .
Mouthshut,Amity University,4,"[' Jan 13, 2017 ']","Amity University is one of the top university in India. It provides best educational infrastructure, best professional staff, best practical knowledge. Many of the students reach at our goal by providing the best path by Amity university Educational Management."
Mouthshut,Amity University,3,"[' Jan 07, 2017 ']",Amity University is a well known university in India and across the world. This is a multi campus university which offers a large number of academic programmes. It offers it's programmes in traditional as well as distance learning mode. Amity is one of the most hi-tech university in the world. Amity University is amongst the top private universities in India.
Mouthshut,Amity University,4,"[' Jan 06, 2017 ']","AMITY UNIVERSITY is a good university .four branch in india . And all branch university decipline and rule are good and . They have many course . MBA , BA, B-TECH MANAGEMENT COURSES AND B.PHARMA , D.PHARMA , and any other courses available in this university . And all program are very good and FACULITY and all staff are to good and well educated and expriance full staff is here and university provide like a culthral program and tours for student and JOB PLACMENT in this university type with big companyes like GOOGLE , MICROTECH , JCB, MAHENDRA , TATA etc. . So this is a good university . Thanks ."
Mouthshut,Amity University,3,"[' Jan 03, 2017 ']",Amity is a good university.it's academic programs are good .and  it provide various courses in different programs.study environment of university is also good.it administration is also very good.Amity also provide my extracurricular activities  to their student so that student can get chance to show their talent. Many famous people has studied from here.the most important thing is that the placement of amity is very good as compared to other private university of india.
Mouthshut,Amity University,2,"[' Dec 25, 2016 ']","My sister was studying in Amity university, mumbai  and was doing post graduation in management. As the university promised, there was hardly any placements given to the students. There wasnt even 100 percent placements. The fees which they are charging is too much in comparison to the ROI they offer. If a person spends lakhs of rupees on amity then he should get that benefit as well. This is very unfair. And the university should look for its students and not for its personal benfits all the time"
Mouthshut,Amity University,4,"[' Dec 20, 2016 ']","Amity the best university in india.Rank 524 all over the worldOne of the best university our country have is this university.It provides a number of programs like BBA, MBA, Journalism, Pharmacy  and Many more.It is the Best bussiness school in india with a high placement.A no of students got success for different levels of society and from all corner of World.Its main centre is in Greater noida and it also has many branches situated In Jaipur, Lucknow, Ranchi , Patna and many other places.It is an emerging b-schools of world"
Mouthshut,Amity University,4,"[' Dec 18, 2016 ']",Amity university is good university in India according to higher studies have a lotof course available particular MBA my brother will finish mba from same university without completion of his course he got opportunity in campus hiring  that is a standard of university .and campus area very big management also weii and professor are also very good
Mouthshut,Amity University,3,"[' Dec 15, 2016 ']","Amity is good and over all the suty platform is also mordern and well the sudents from differnt places take admission in and makes it a very competative with the new new ideologies , theroies and now it is competting with many other top universities of the country. But one thing its course fee srtucture is too high and many of the  parents or gurdian are unable to continue their children study from middle phase it is a case which will look after by the administration."
Mouthshut,Amity University,5,"[' Dec 07, 2016 ']",Amity is India's no.  1 private university and I have proude on to be the student of this trimendous institute.A part from this amity have international tieups with other institutions to provide better level of knowledge to their studentsyou can also be the part of this golden institute.for more detail check out the official website of amity university
Mouthshut,Amity University,5,"[' Dec 05, 2016 ']",Amity university is provide a good academic program and administration which is absolutely different from other. The amity university is a India's largest university to have a many advantages in the field of education . if you want to take admission their so that it will be a good decision of your bright feature . It has a large number of extracurricular program to express itself globally. No dought about their education system because their education system are more systematic with more Alumni Network.
Mouthshut,Amity University,5,"[' Nov 25, 2016 ']","AMiTY is the excellent private  university in india My brother study over there and was happy with the faculty , teaaching , involvment  my brother told me the all teacher is excellent and they have every time give the support to the student And this university  different because  those who are part of  this university they are the helping hand for each other22 sprawling campusmore then 35000 studentmore then 100 degree coursesgood faculty and why my brother select this university there is positive reason people often say that this university eats money but actually its worth its conducts  competition in every field and the student are multi-talented and my brother senior won the prize in nanotechnology  in all over the globe and after that had meeting with the scientist Like Dr.APJ Abdual kalam and many senior also working in DRDO  the amity directors are Ashok kumar and Arun kumar ChauhanI really heartly recommend  those parents who have no idea about which university is best"
Mouthshut,Amity University,4,"[' Nov 25, 2016 ']","I recently visited the Amity University Kolkata campus and I really impressed with their infrastructure. They have some of the world renowned faculty members to teach and share their knowledge with students. They also publish their work regularly on popular journals. Amity also has lots of programmes as extra curricular activities that helps students to grow their inner and social self. Placement wise I think they are one of top universities in India. Overall, for me Amity stood out in all key areas of student development."
Mouthshut,Amity University,4,"[' Nov 20, 2016 ']","Amity university is one of the best universities in india , because I have experience of education in amity university.Amity university is best at least for me.Amity university is situeted in gurugram distric in haryana. And its best for education , personelty devlopement , extra curriculam activitiesAnd so many moreAnd amity university's good placement for the future of the student.Amity univeraity's the main motive . the student is not only educate, student are abedient for own seniors"
Mouthshut,Amity University,2,"[' Nov 20, 2016 ']",Amity university is a wrost university of India. Amity is private university so it's fee is too much high which can't affordable for a students who belongs to a middle class family.Its has many courses to do but not any single course is best.As example its B.tech course is bad not good placement in any branch.Its campus is good and many programs organized by the university. And hostel foy boys and girls and mess facility also awelable here.Not enough good faculty here.If you want to join this university then if you wana take my suggestion I says no. If you wana only degree then sure you can go.Here only waste of money totally.
Mouthshut,Amity University,4,"[' Nov 19, 2016 ']",Amity university India's one of the best private university recently I join Distance Program it was Amzing exprince to leanrn with Amity my personal experince is very good to leanrn they provide very clear concept provide no.  Of doubt session there any problem to switch the main party of program I am very glad to learn new ideas explore my self to real world and connect my programs to others also. Placement provide by Amity university was very good no.  Of placements they provide to diffirent catogrie I my choose my job profile after the duration thank you
Mouthshut,Amity University,5,"[' Oct 30, 2016 ']","It is sad to see so much negativity in the world. Let me tell you that half the negative reviews here are written by frustrated souls who couldn’t make a mark in college(no offence to them). Also that most of the facts are cooked up and fake.To start with, the story of how I ended up at Amity University Rajasthan is one for another day. But I must tell you that my grades and profile have always been way above decent, and I might have gone to a top notch institute had some unforeseen circumstances not entered my way. But not one bit do I regret studying at Amity University. Since I have only seen Amity University Noida and Rajasthan, I would be commenting solely on their pros and cons.AMITY in general: Amity University has some super cool features, that I truly appreciate -Academic Curriculum: The curriculum is one of the best in the country. With it being inclusive of a mandatory choice of Foreign Language(you get to choose one among French, Spanish, Chinese and German), Basket Course(it is an interdisciplinary program that lets you choose subjects like Cooking, Stitching, Law, Governance, Business, Ethics etc.), Behavioral Science(in other words, Psychology. Why become a graduate if you cannot understand the way your mind functions?), Communication Skills(English, Soft Skills Training, Prose, Poetry, Interview and Group Discussion Tips - everything is covered) etc.Courses and Specializations: There are umpteen options available, but I’d like to draw your attention to two programs I really love -(a) Study Abroad Program. This is a student exchange program, that lets you study in the international campuses of Amity University for three semesters(one in every year, excluding the final year).(b) Six Sigma Program. You could google what it encompasses. The best part is, it costs Amitians less than five or six thousand rupees. Normally, they charge you triple or quadruple this price!Alma Mater: The alumni! Most students from Amity tend to split into unconventional careers. The ones who end up in big corporates are in large numbers too. So, you will never face a shortage of people willing to help you out, when in need. I know so many seniors who got into good jobs and positions only because their seniors recommended them.WiFi: Most people I know study in colleges where mobile phones are not allowed. It is sad. Amity University has decent WiFi speed as well. There are also LAN connections in all academic blocks."
Mouthshut,Amity University,3,"[' Oct 30, 2016 ']",Amity university is the best  academic university in India which give good placements to students which help to make there careear batter the academic process of this university is good which make this university better there are certain programs are maintain in every month and the network is also good so be cool
Mouthshut,Amity University,4,"[' Oct 26, 2016 ']",Amity university is one of the best university in india because amity university provide better placement to their student and also amity university provide provide better education facilities to their students in amity university each and every students feels better amity university is the most awarded university in central india amity university progress each and every years than the others university in india and I extremly like to the amity university because its facilities are very better than the others university in india in amity university about more than thousands of student are admitted each and every years and also a lot of students are passout from amity university and above these reason I like to amity university
Mouthshut,Amity University,5,"[' Oct 24, 2016 ']","There are various universities in India. But hardly many of them are good and many of them excellent . This is one of those excellent universities . A very eco friendly environment in every campous of Amity's branch .It has more than 2 campuses in India, every campous has its own functionality to give the best services with the best education . It has very amazing placement records in every reputable companies."
Mouthshut,Amity University,4,"[' Oct 19, 2016 ']","AMITY is the leading education group of india and very passionate about grooming leaders who are not through professionals but also good human beings with sanskars and moral values.AMITY university has been established by an act of state legislature and recognised by university grants commission UGC through the act of state legislature.AMITY has a global exposure that s why amity has tie-ups with over 100 universities and laboratories.Only the best students get the admission in amity for example very limited students are handpicked out of over 150000 applicants . Final interview panel includes corporate leaders.Last but not the least AMITY UNIVERSITY has everything in itself like, good qualities studies, top placement facilities, good and clean atmosphere for higher studies, interaction with industries for practical things, full of technologies, well qualified faculties for the students and life at AMITY for the students is a place for full of knowledge and full of enthusiasm."
Mouthshut,Amity University,5,"[' Oct 18, 2016 ']",Amity university is the best university for all the student this university is pvt but this university is affilated and the good thing is that the study culture in this university is very good all the student are very happy to take a addmision for this university amity is a newly university but this is such as good more of big study compus this university fees is very good not to take a more of high amount of fees the class room is well design fully ac student feel very comfortable and enjoy the study culture and learn more thing
Mouthshut,Amity University,4,"[' Oct 12, 2016 ']",Amity university is one of the top five private universities in india. It has 125000 students and 4500 faculties strength . Amity published around 600 research papers and around 500 books authored. 25000 scholarships has been provided in past. 701 patents have been filed by the faculties of amity university.
Mouthshut,Amity University,5,"[' Oct 04, 2016 ']","Amity University was formed byAshok chauhan, the founder of the Ritnand Balved Education Foundation. Amity Universityis India's first private university to implementreservations based on caste etc.for both faculty as well as students.[11]The school was started in 2003 with an enrollment of 120 students. In 2011, it had 80, 000 students in 240 programs. It now has more than 125, 000 students from all over the world"
Mouthshut,Amity University,4,"[' Oct 01, 2016 ']","Hey friends today I m going to share my experience with amity universityI have done MBA 4sem in  Insurance Management with online distance education with ""Amity university"" in during with job only in 75k/2year.AMITY UNIVERSITY gives me a Dynamic course material shared electronically with 24X7 online learning facility and As imple use of business case studies and examples & also  Learn using the online student amity website.I covers the main business theories combined with practical implementation to develop knowledge and skills in real-time management and business decision-making.Presently I have best package job in iffco- tokio."
Mouthshut,Amity University,3,"[' Oct 01, 2016 ']","My advice for freshers or 2nd year students who wish to got to amity university:1) Don't screw your academics. Trust me, it may not be an indicator of a successful person but still it matters in a cut-throat competitive environment.2) Be proactive. Participate in debates. Join a club, placement committee.etc. On  campus or off-campus.3) A few Teachers are a bit biased towards students who keep dogging them around and  end up getting more marks in the internals. Keep a lookout for them. And don't screw your internals thinking i'll make it up in the externals out of 70 marks. Also maintain your attendance at 75%. It would be a utter waste not to give the paper because you got debarred.4) Tips for students studying Biotechnology(as I was a student of the same)  -Don't think that the course becomes easy once you enter the 2nd year with Bio based subjects. It is equally hard across the semesters.5) THE MOST IMP TIP - REGARDING PLACEMENTS - Please note that the college does not guarantee 100% placements. It may sound fanciful in a brochure you picked up on your way to the campus but the real scenario is quite different. A few companies will come to campus and it is absolutely imperative that you sit for these companies and grab your offer letter ASAP. Do not worry about the salary or work they would offer you. Most of the time it  will be below your expectations. But nonetheless, you must try your luck."
Mouthshut,Amity University,5,"[' Oct 01, 2016 ']","Awesome infrastructure Soft skills classes, training, guest lectures many events, extra co-curricular The college has given an awesome life and a platform to enhance our skill The college provides scholarship which is affordable by many people. College faculty are good and have proper knowledge about the subject It is good university for every kind of student. It is for people who want to development of all their skills. Placements are good but very good in MBA and Hotel Management. It is having strict management, very good infrastructure and regular faculty.It's really an honor to be the part of LPU.it gave me a lot of things, which is unforgettable. The experience, which I got in this university is really meant a lot to me. The passion in the lecturers for making students, not only well educated Lpu advertising is very attractive and motivational for students and parents as well. The students from around the world play a role for cultural exposure. The university management organizing different cultural and educational events like ONE INDIA Positives: 1. Well, developed infrastructure. 2. A wide range of courses offered. 3. Competitive peer group. 4. Active student affairs department which continuously provide students with cultural, sports and academic opportunities. I enjoyed studying at LPU as I liked the student crowd from different parts of the world. Moreover the campus is very happening, there are competitions, quizzes, stages shows, sports events, etc going on every time."
Mouthshut,Amity University,2,"[' Sep 24, 2016 ']",Amity university is one of the top private university in India. This university is not for middle class family because the fees is very high but study and placement condition is very bad. The students in amity are not good. Amity have their name because of its status and celebraties come to promotion. But I must say infrastructure of Amity is very good.
Mouthshut,Amity University,4,"[' Sep 22, 2016 ']","Hey guys I will told you about Computer science at amity university is more focused on the theoretical part however you will have plenty of opportunity to go ahead and implement your learnings. Most colleges do not focus much on practical knowledge but again this is in no way stopping you from going ahead and practicing on your own( no spoon feeding) . Learn a new language of your interest once you grasp the basics. After this lets come to the internship part, they are decent enough. I did my internship in AT& T which is a pretty good organization to go ahead and work for even for a short duration. Most students get internships on their own so you can go for Amazon however it does not come for internship recruitment. Placements are good in comparison to a lot of private and other colleges. In my batch the maximum package went for 8.5 LPA but again if you perform well in your internship that same company might offer you a package much more( 13LPA+ in a friends case) , so it all comes down to what you did different in those 4 years of your college which later makes it much simple to get into a company you want while others are struggling with testing and support jobs. Work hard, learn something new, become an expert( its not at all difficult you’ve got 4 years) you’ll find much much better companies than you can imagine."
Mouthshut,Amity University,2,"[' Sep 22, 2016 ']",Amity University is college which don't have studies in university only extracalicular activities are and also no one is forced to study and if any university is not forcing you also not a little bit so you can know there is no studies in amity university only and only fun and injoyment is there and amity fess is also too much they take this amount of fees not for studies but only for you can have fun and enjoyment in this university and there is no restriction students can do any thing he or she wants to do and no intrance exam is held only a interview is held and asked are you able to pay the fees of amity if you said yes so you will be selected for the college admition . Amity advertisment is also shown in news and tv and newspaper so please don't get motivated by them and don't go for admition in amity university they only want cash money and nothing else.
Mouthshut,Amity University,1,"[' Sep 19, 2016 ']",In Amity university one of my friend is studying he said that he has spoil is future .Because in Amity university there is no seriousness related to study either they even don't focuses on study they only focuses on extra curriculum activities which are important but not more than study .My friend has left the university and join other university which focuses on study .So I also request you all to choose your university very carefully by getting full knowledge about it.You can ask someone who is studying there or whoes friend os there by this you can save your future and can move towards a brighter future
Mouthshut,Amity University,3,"[' Sep 17, 2016 ']","Is one of the branch is new open in chhattishgarh which is near about kharora Marg which is away from city and lack of qualified faculty members infrastructure is good and it has big ground and many games will be played there , and it's head office in raipur also now it's not famous in present time in chhattishgarh."
Mouthshut,Amity University,1,"[' Sep 12, 2016 ']","If you intend to waste ur parents money then I would suggest you to burn it all rather than joining Amity, at least the fire would keep you warm for some time - that is much more useful than Amity will ever be to youFirst and foremost please dont consider Amity as an institution that aims to provide you with education, that is the last thing Amity is. Amity is a business with its main agenda being  misguiding the students that are in a point in life where they feel lost.BOTTOM LINE - there are mainly 2 reasons why someone decides to join a college - Education or college life, amity wont provide you with either.>Education - as bad as it can get, horrible faculty, in no way whatsoever even worth 10% of the total fees, if you intend to study to make urself capable then my friend dont even read rest of the review just forget that Amity even exists>College life - once you join amity you wont even have ur own normal life leave alone college life, classes get over at 5 in the evening, 75% attendance and NO MEDICAL ACCEPTED(no matter how genuine) so bunking is a luxury, quality of students debatable since literally no whatsoever admission criteriaI would only suggest this college if you fulfill all the following criteria-1)ur motive is to pass time for few years since ur bored sitting at home,2)you dont need a degree or education since you already have to join family business,3)most importantly if you have around 10lakh rs to wasteA little in depth to why Amity is probably the worst decision you will make in ur life:->Completely unreasonable fees - The quality of education they provide is a joke when you take into account the price tag on each of the courses. For 10% of Amity's fees you can get a much more reputable degree, 10 times better education.The only thing that you will get from that huge fees is their infrastructure, I am not sure what one is supposed to do with that but to each their own->Faculty is a joke - I cannot say this about all courses but everyday in classes I used to think that this must be some kind of elaborate joke, anytime now someone will kick open the door of the class and tell us that infact they are the real teacher and the guy is pretending to be our teacher and this was just a practical joke, and I kept waiting but that day never came.I will give the teachers the benefit of doubt and say that they might have the knowledge but majority of them are truly miserable when it comes to their teaching skills. Out of 15 faculty members I had the opportunity of learning from literally only 1 could be considered as a real teacher, with that probability I wouldnt be so sure about the faculty of other courses as well->Student welfare will never ever be in their priority list - The day you submit your fees is the last day they would care about you, you officially are all on ur own now.No medical certificates allowed - God forbid you face an emergency and that causes you to miss out on ur education, Amity will provide you no assistance at all no matter if u are hospitalized or ur loved ones are on their deathbeds.You will be marked absent, they will refuse help. I must provide 1 example from my experience. I was severely ill and was hospitalized for a little less than a month, I went to the dy director of their Institute and explained to him what I was going through, showed him not only my medical certificates but literally also the medical bills for the month.His reply to me after listening to the troubles I went through was ""we are not legally liable to anything, if you want to continue with us then u should submit fees for the next semester"". ->75% attendance or fail - Generally almost all colleges have attendance rules and there is nothing wrong about it since they implement such rule to make sure students attend classes. The rule is same here but the motive of having such rule isnt. It is just a convenient way for them to ask you for more money and more importantly so that after you face so much delay(can only give re-examinations after 1 sem, i.e. if you fail to keep 75% attendance in 2nd sem you can only appear for exams in 4th sem) and troubles completing ur course that you will have to come back to amity for further studies too->Admission Tests are a formality - I feel the entrance tests can tell you a lot about the standard of the institute - what they stand for and what they wish to be in the future. This just further proves the fact that they are indeed a business. Like any other business they wish to maximize their profits which in this case would be to accept everything and anything.Personally to me the crowd of a college isnt an issue, it is the last thing that concerns me about accepting everyone. But when an institute has no admission criteria whatsoever that just showcases their true colors. In this case being duping & fooling as many naive students as quickly as possible.|-| HUMBLE REQUEST TO PEOPLE PRAISING AMITY, TALK TO ME IN THE COMMENTS BELOW HOW IS IT ANY GOOD BECAUSE WHEN YOU LIE ABOUT AN INSTITUTE LIKE THIS YOU ARE LITERALLY WASTING HUMAN LIVES - MONEY, TIME, EFFORT OF INDIVIDUAL AND HIS FAMILY JUST BEING DESTROYED. AT LEAST KEEP THAT IN MIND BEFORE SPREADING MISINFORMATION|-|"
Mouthshut,Amity University,1,"[' Sep 09, 2016 ']","This college is simply a bullshit, this is a simple truth, 900 student in CSE what is this, and I you want to compare any college just look at is average package, now for this college is close to 3lpa, so basically an engineer will finally do a job of clerk that also on trail basis.and again after look on adds its look that it is best in India but never get misguided by that.Also the quality of student their is also cheap, I mean a guy doing engineering do not know what is newtons law.So my pesonal opinion is to not join that college!"
Mouthshut,Amity University,5,"[' Sep 06, 2016 ']",Amity University is the best in noida Delhi Ncr . Is that university are giving yhe good study for all the student in this university. My brother also doing a profeesion course in this university fashion designer. And they are very happy for that becouse they are learning about fashion designer course in this university campus about the class and campus both are very good for all thr student becouse the culture of this university such as breliant and the class room are well furnished and the cafeteria is very clean no dusting anyware good food. This is the best university
Mouthshut,Amity University,4,"[' Sep 06, 2016 ']",I don't know about other campuses of Amity but life really sucks when it comes to the Jaipur Campus.In India the education had become a business I know this very well because I am a student from Amity University and most of the Indian college going students know that for what Amity is famous for.These people are making AMITY UNIVERSITY in every state of India but the reality is  that if you take out the placements then you would see that what the  reality is they want the maximum amount of students no matter that they  are having the resources even to full fill the requirements of half of  the university they are making more and more campuses because they need  more and more students.These loosers can pay crores to MR.Mahendra singh dhoni but can't afford good lecturers.
